,track_genre
45670,guitar
13529,chicago-house
108321,tango
20425,dance
34013,folk
54955,idm
104504,spanish
110483,trance
12396,cantopop
80528,pop-film
95104,salsa
82391,power-pop
30792,edm
11083,british
8435,blues
22906,death-metal
113645,world-music
107280,synth-pop
97721,sertanejo
58403,industrial
98115,show-tunes
107738,synth-pop
95351,salsa
38372,garage
4916,ambient
36450,french
18971,comedy
76184,opera
108059,tango
86615,punk
25487,disco
22809,death-metal
54948,idm
59375,iranian
2212,alt-rock
90814,rock-n-roll
111134,trip-hop
78421,party
62789,j-pop
2641,alt-rock
21228,dancehall
6541,black-metal
46125,happy
95857,salsa
10246,breakbeat
28317,dub
21174,dancehall
39857,german
20185,dance
80139,pop-film
47929,hard-rock
83711,progressive-house
93062,romance
37834,funk
36846,french
96755,samba
99474,singer-songwriter
47050,hard-rock
95050,salsa
104441,spanish
105525,study
1504,afrobeat
6829,black-metal
15144,chill
79102,piano
40553,gospel
7465,bluegrass
73489,minimal-techno
35632,forro
76532,opera
12224,cantopop
21892,dancehall
52356,honky-tonk
25518,disco
100400,ska
80742,pop-film
1461,afrobeat
31959,electro
24170,detroit-techno
82405,power-pop
23532,deep-house
63914,j-rock
33630,emo
65046,k-pop
56727,indie-pop
15867,chill
31230,electro
7031,bluegrass
94840,sad
20811,dance
104886,spanish
105853,study
350,acoustic
6176,black-metal
43971,groove
21759,dancehall
75531,new-age
27387,drum-and-bass
112797,turkish
4130,ambient
74438,mpb
28029,dub
98749,show-tunes
17819,club
48308,hardcore
11475,british
79668,piano
33955,emo
51137,hip-hop
69383,malay
52296,honky-tonk
40880,gospel
52304,honky-tonk
90385,rock-n-roll
77857,pagode
6831,black-metal
4017,ambient
98978,show-tunes
67600,latin
82021,power-pop
113877,world-music
28658,dub
76563,opera
61895,j-idol
34120,folk
52705,honky-tonk
64464,jazz
28209,dub
107996,synth-pop
111374,trip-hop
12695,cantopop
18636,comedy
106217,swedish
31007,electro
108361,tango
34583,folk
67995,latin
82676,power-pop
101161,sleep
23125,deep-house
34981,folk
1522,afrobeat
90815,rock-n-roll
32856,electronic
70618,mandopop
82877,power-pop
68791,latino
44386,grunge
11874,british
34409,folk
5907,anime
22265,death-metal
692,acoustic
101087,sleep
52383,honky-tonk
94070,sad
104083,spanish
101585,sleep
32845,electronic
65534,k-pop
36140,french
105503,study
55293,indian
54582,idm
18775,comedy
57814,indie
68926,latino
46829,happy
48623,hardcore
50038,heavy-metal
62927,j-pop
31050,electro
8905,blues
22735,death-metal
27989,drum-and-bass
16433,classical
49134,hardstyle
12136,cantopop
24160,detroit-techno
112103,turkish
87929,r-n-b
56403,indie-pop
22866,death-metal
11468,british
79757,piano
19655,country
19362,country
58613,industrial
98660,show-tunes
48291,hardcore
8155,blues
32368,electronic
59178,iranian
55887,indian
7328,bluegrass
2385,alt-rock
58876,industrial
75683,new-age
77049,pagode
112057,turkish
94275,sad
105807,study
98317,show-tunes
77128,pagode
92831,rockabilly
52945,honky-tonk
82247,power-pop
38927,garage
46747,happy
93683,romance
7127,bluegrass
67481,latin
101364,sleep
97539,sertanejo
19478,country
101211,sleep
32978,electronic
61236,j-idol
26839,disney
4948,ambient
15672,chill
4101,ambient
82924,power-pop
2670,alt-rock
73827,minimal-techno
4783,ambient
111548,trip-hop
5630,anime
65225,k-pop
2876,alt-rock
33566,emo
101247,sleep
40715,gospel
76965,opera
112465,turkish
74699,mpb
63298,j-rock
69423,malay
34946,folk
69959,malay
62293,j-pop
83310,progressive-house
34693,folk
76325,opera
90655,rock-n-roll
80081,pop-film
23939,deep-house
44826,grunge
50939,heavy-metal
77962,pagode
61982,j-idol
72153,metalcore
46879,happy
912,acoustic
17865,club
75207,new-age
69937,malay
113809,world-music
29904,dubstep
52535,honky-tonk
11961,british
43791,groove
97800,sertanejo
5471,anime
95319,salsa
111764,trip-hop
72475,metalcore
70792,mandopop
55494,indian
10969,breakbeat
108179,tango
77171,pagode
86108,punk
9010,brazil
55463,indian
10935,breakbeat
11780,british
100237,ska
2877,alt-rock
104478,spanish
5850,anime
43800,groove
80913,pop-film
100769,ska
34956,folk
36059,french
18318,comedy
18100,comedy
35362,forro
18274,comedy
90646,rock-n-roll
101671,sleep
10245,breakbeat
10964,breakbeat
47778,hard-rock
33932,emo
104527,spanish
8332,blues
58766,industrial
18137,comedy
6938,black-metal
60966,j-dance
24719,detroit-techno
108983,tango
74701,mpb
52332,honky-tonk
66233,kids
12953,cantopop
47629,hard-rock
95954,salsa
106127,swedish
30450,edm
39739,german
27938,drum-and-bass
105328,study
25952,disco
23474,deep-house
45734,guitar
97375,sertanejo
83315,progressive-house
80438,pop-film
24656,detroit-techno
71254,metal
41923,goth
69293,malay
4609,ambient
48888,hardcore
96006,samba
1238,afrobeat
84238,psych-rock
20880,dance
32721,electronic
19519,country
101571,sleep
2178,alt-rock
74517,mpb
27572,drum-and-bass
59087,iranian
90675,rock-n-roll
95841,salsa
16366,classical
106749,swedish
78719,party
75524,new-age
29987,dubstep
16226,classical
107653,synth-pop
46745,happy
41595,goth
48349,hardcore
9613,brazil
113829,world-music
110312,trance
96019,samba
73824,minimal-techno
7580,bluegrass
23675,deep-house
100271,ska
10361,breakbeat
108760,tango
62432,j-pop
59435,iranian
112919,turkish
94100,sad
26953,disney
46168,happy
74065,mpb
9903,brazil
79420,piano
101220,sleep
59689,iranian
19326,country
101699,sleep
93808,romance
19810,country
50686,heavy-metal
16044,classical
60937,j-dance
22515,death-metal
26437,disney
95330,salsa
108767,tango
98949,show-tunes
5983,anime
41354,goth
108821,tango
10627,breakbeat
749,acoustic
14080,children
59352,iranian
42041,grindcore
41152,goth
13618,chicago-house
60392,j-dance
63959,j-rock
75504,new-age
9815,brazil
105969,study
23165,deep-house
26780,disney
21895,dancehall
113503,world-music
17714,club
10157,breakbeat
7124,bluegrass
55915,indian
22502,death-metal
37840,funk
45887,guitar
52628,honky-tonk
107041,synth-pop
54288,idm
22046,death-metal
113590,world-music
93004,romance
62917,j-pop
48874,hardcore
35128,forro
105672,study
7658,bluegrass
25203,disco
107612,synth-pop
50599,heavy-metal
74032,mpb
96364,samba
107838,synth-pop
48681,hardcore
36448,french
17768,club
75100,new-age
55608,indian
27054,drum-and-bass
100974,ska
14581,children
97117,sertanejo
5059,anime
21356,dancehall
12124,cantopop
5665,anime
82788,power-pop
69199,malay
76242,opera
77954,pagode
55281,indian
69627,malay
45036,guitar
76447,opera
24057,detroit-techno
66702,kids
8742,blues
46106,happy
43796,groove
39638,german
711,acoustic
8695,blues
103459,soul
18969,comedy
112340,turkish
5563,anime
52838,honky-tonk
23306,deep-house
6734,black-metal
113065,world-music
105177,study
25044,disco
46922,happy
22475,death-metal
41489,goth
2488,alt-rock
112389,turkish
95805,salsa
68954,latino
18151,comedy
62444,j-pop
2910,alt-rock
47849,hard-rock
82949,power-pop
110996,trance
82979,power-pop
74018,mpb
35472,forro
111170,trip-hop
95877,salsa
30430,edm
107270,synth-pop
86315,punk
81825,pop
22985,death-metal
95730,salsa
34901,folk
12729,cantopop
112928,turkish
35124,forro
73281,minimal-techno
41806,goth
40838,gospel
21589,dancehall
21958,dancehall
7381,bluegrass
112723,turkish
65130,k-pop
23122,deep-house
82679,power-pop
66914,kids
1374,afrobeat
52413,honky-tonk
10386,breakbeat
65788,k-pop
108013,tango
17786,club
16711,classical
12436,cantopop
59551,iranian
103710,soul
54719,idm
45652,guitar
96778,samba
66554,kids
24023,detroit-techno
68831,latino
84886,psych-rock
14560,children
82619,power-pop
49143,hardstyle
44296,grunge
23836,deep-house
94511,sad
2263,alt-rock
66368,kids
21583,dancehall
12030,cantopop
52981,honky-tonk
24810,detroit-techno
52122,honky-tonk
106165,swedish
12367,cantopop
85413,punk-rock
10387,breakbeat
20289,dance
100892,ska
43753,groove
82472,power-pop
55220,indian
86848,punk
54670,idm
78310,party
41207,goth
27799,drum-and-bass
78499,party
11804,british
12795,cantopop
22686,death-metal
61233,j-idol
50548,heavy-metal
104505,spanish
66168,kids
63487,j-rock
11618,british
56599,indie-pop
23603,deep-house
42338,grindcore
70613,mandopop
76152,opera
113353,world-music
103260,soul
100866,ska
85453,punk-rock
45591,guitar
23241,deep-house
22182,death-metal
82941,power-pop
33925,emo
6123,black-metal
111467,trip-hop
83506,progressive-house
11242,british
28852,dub
3856,alternative
75940,new-age
34176,folk
12902,cantopop
92953,rockabilly
65969,k-pop
5381,anime
44398,grunge
76551,opera
80503,pop-film
23583,deep-house
13103,chicago-house
90510,rock-n-roll
43029,groove
44241,grunge
96698,samba
4645,ambient
48635,hardcore
50279,heavy-metal
28919,dub
93724,romance
2373,alt-rock
70370,mandopop
32337,electronic
36409,french
66081,kids
72429,metalcore
78970,party
21694,dancehall
12583,cantopop
45124,guitar
15624,chill
80436,pop-film
21632,dancehall
45672,guitar
14596,children
41334,goth
69340,malay
35948,forro
60516,j-dance
95413,salsa
23187,deep-house
36855,french
1620,afrobeat
9880,brazil
95186,salsa
83458,progressive-house
23198,deep-house
6000,black-metal
36417,french
21505,dancehall
113545,world-music
46192,happy
49439,hardstyle
94361,sad
73501,minimal-techno
45566,guitar
11318,british
78694,party
16541,classical
75747,new-age
109594,techno
32474,electronic
11282,british
7855,bluegrass
74613,mpb
93279,romance
52815,honky-tonk
26106,disney
49166,hardstyle
73742,minimal-techno
55414,indian
15265,chill
15576,chill
2411,alt-rock
69283,malay
7062,bluegrass
87674,r-n-b
96784,samba
48504,hardcore
49720,hardstyle
108931,tango
1909,afrobeat
36503,french
11006,british
59837,iranian
41828,goth
105067,study
24083,detroit-techno
34524,folk
60630,j-dance
76103,opera
111904,trip-hop
19806,country
55210,indian
43652,groove
2425,alt-rock
23739,deep-house
52250,honky-tonk
71970,metal
24484,detroit-techno
26681,disney
8605,blues
32886,electronic
42832,grindcore
108694,tango
23387,deep-house
22229,death-metal
259,acoustic
38807,garage
13296,chicago-house
85431,punk-rock
67471,latin
37577,funk
12234,cantopop
76851,opera
82643,power-pop
23092,deep-house
113204,world-music
62586,j-pop
48651,hardcore
79524,piano
49651,hardstyle
16463,classical
72549,metalcore
27960,drum-and-bass
105828,study
58519,industrial
73797,minimal-techno
25534,disco
80141,pop-film
23635,deep-house
15311,chill
104353,spanish
44773,grunge
47556,hard-rock
31614,electro
39977,german
103000,soul
85841,punk-rock
46679,happy
112874,turkish
72873,metalcore
39731,german
5996,anime
16954,classical
23809,deep-house
20401,dance
6307,black-metal
38674,garage
34701,folk
75741,new-age
113327,world-music
72748,metalcore
44614,grunge
23208,deep-house
84953,psych-rock
98649,show-tunes
107367,synth-pop
95403,salsa
108058,tango
99704,singer-songwriter
74675,mpb
93561,romance
12776,cantopop
96491,samba
85415,punk-rock
38328,garage
87561,r-n-b
24609,detroit-techno
82715,power-pop
54072,idm
65052,k-pop
67430,latin
48687,hardcore
64627,jazz
58411,industrial
77358,pagode
67911,latin
80417,pop-film
113668,world-music
107156,synth-pop
18753,comedy
83672,progressive-house
101477,sleep
39164,german
8421,blues
48852,hardcore
8578,blues
12198,cantopop
105956,study
46024,happy
51369,hip-hop
13517,chicago-house
40590,gospel
90119,rock-n-roll
248,acoustic
2111,alt-rock
5957,anime
47697,hard-rock
107894,synth-pop
43623,groove
47210,hard-rock
100776,ska
77234,pagode
4142,ambient
6689,black-metal
93288,romance
54381,idm
87584,r-n-b
90806,rock-n-roll
50738,heavy-metal
109624,techno
84907,psych-rock
28215,dub
73064,minimal-techno
22063,death-metal
59043,iranian
23207,deep-house
36635,french
51753,hip-hop
10696,breakbeat
6438,black-metal
69707,malay
27842,drum-and-bass
1278,afrobeat
54087,idm
109707,techno
35034,forro
113965,world-music
26378,disney
40472,gospel
108325,tango
45907,guitar
6502,black-metal
93705,romance
30586,edm
15730,chill
93461,romance
80922,pop-film
82416,power-pop
60330,j-dance
16349,classical
73466,minimal-techno
104633,spanish
51055,hip-hop
49703,hardstyle
104538,spanish
9431,brazil
25316,disco
80354,pop-film
45177,guitar
96658,samba
19924,country
40727,gospel
38155,garage
87020,r-n-b
69772,malay
27417,drum-and-bass
52952,honky-tonk
61487,j-idol
68603,latino
66507,kids
97041,sertanejo
14890,children
46790,happy
100589,ska
23310,deep-house
108012,tango
92952,rockabilly
16821,classical
79467,piano
5415,anime
31900,electro
104838,spanish
66171,kids
7409,bluegrass
97601,sertanejo
6453,black-metal
9561,brazil
22691,death-metal
2858,alt-rock
32527,electronic
52361,honky-tonk
109905,techno
89935,reggaeton
105404,study
4979,ambient
69793,malay
57096,indie
105899,study
103976,soul
101990,sleep
23759,deep-house
23521,deep-house
59588,iranian
12964,cantopop
80980,pop-film
36971,french
22644,death-metal
95888,salsa
74061,mpb
85980,punk-rock
101314,sleep
41412,goth
97827,sertanejo
44275,grunge
42624,grindcore
41110,goth
91121,rock
12867,cantopop
14277,children
23602,deep-house
18287,comedy
65219,k-pop
49101,hardstyle
47685,hard-rock
49561,hardstyle
93617,romance
112515,turkish
113189,world-music
52870,honky-tonk
47769,hard-rock
42411,grindcore
111527,trip-hop
17265,club
21671,dancehall
34115,folk
32931,electronic
107306,synth-pop
1717,afrobeat
96792,samba
99816,singer-songwriter
85508,punk-rock
7377,bluegrass
85585,punk-rock
43806,groove
83518,progressive-house
82161,power-pop
15418,chill
101066,sleep
104879,spanish
109564,techno
73446,minimal-techno
82777,power-pop
61730,j-idol
107617,synth-pop
90848,rock-n-roll
54124,idm
96752,samba
23108,deep-house
30336,edm
46830,happy
94935,sad
24492,detroit-techno
61486,j-idol
77263,pagode
4132,ambient
37372,funk
8982,blues
64695,jazz
5246,anime
38084,garage
15194,chill
32280,electronic
101977,sleep
24903,detroit-techno
62325,j-pop
65579,k-pop
60290,j-dance
34860,folk
23528,deep-house
59158,iranian
42625,grindcore
104812,spanish
43223,groove
74622,mpb
6254,black-metal
97797,sertanejo
5627,anime
69952,malay
14338,children
86643,punk
34587,folk
94502,sad
95498,salsa
66041,kids
77679,pagode
2526,alt-rock
53874,house
100694,ska
54630,idm
72430,metalcore
74486,mpb
97799,sertanejo
49385,hardstyle
35334,forro
12996,cantopop
46145,happy
22056,death-metal
97103,sertanejo
46040,happy
25981,disco
27736,drum-and-bass
10831,breakbeat
75242,new-age
67462,latin
11515,british
113694,world-music
23361,deep-house
15254,chill
82857,power-pop
62495,j-pop
35033,forro
34061,folk
96508,samba
101332,sleep
52345,honky-tonk
108364,tango
92599,rockabilly
13776,chicago-house
12447,cantopop
103878,soul
78654,party
32891,electronic
75875,new-age
47724,hard-rock
72740,metalcore
4039,ambient
60811,j-dance
55203,indian
80794,pop-film
111404,trip-hop
61574,j-idol
67951,latin
1552,afrobeat
26177,disney
75229,new-age
85007,punk-rock
28918,dub
23588,deep-house
75611,new-age
5000,anime
50679,heavy-metal
44308,grunge
55922,indian
6989,black-metal
74841,mpb
84929,psych-rock
48364,hardcore
1801,afrobeat
51974,hip-hop
76656,opera
113758,world-music
36337,french
72579,metalcore
35021,forro
77378,pagode
33157,emo
44283,grunge
73363,minimal-techno
54185,idm
13313,chicago-house
9599,brazil
66442,kids
113935,world-music
111478,trip-hop
83319,progressive-house
84941,psych-rock
38747,garage
87600,r-n-b
41637,goth
33059,emo
54618,idm
107703,synth-pop
22564,death-metal
67088,latin
964,acoustic
101558,sleep
108662,tango
62559,j-pop
74882,mpb
51107,hip-hop
25676,disco
17782,club
83596,progressive-house
77664,pagode
46719,happy
29966,dubstep
37234,funk
65722,k-pop
2370,alt-rock
87686,r-n-b
82335,power-pop
62792,j-pop
13012,chicago-house
47185,hard-rock
52241,honky-tonk
59608,iranian
4992,ambient
109773,techno
96277,samba
27785,drum-and-bass
92597,rockabilly
47592,hard-rock
65968,k-pop
62023,j-pop
2756,alt-rock
48328,hardcore
30725,edm
46453,happy
25407,disco
57527,indie
33743,emo
64830,jazz
7744,bluegrass
12161,cantopop
51264,hip-hop
36381,french
32103,electronic
38367,garage
82907,power-pop
45922,guitar
58763,industrial
76867,opera
113799,world-music
39633,german
35052,forro
85997,punk-rock
91813,rock
92987,rockabilly
16316,classical
81263,pop
59142,iranian
62588,j-pop
46523,happy
32263,electronic
4816,ambient
105894,study
92949,rockabilly
104854,spanish
73850,minimal-techno
80027,pop-film
58432,industrial
32944,electronic
41674,goth
72709,metalcore
42324,grindcore
14136,children
84660,psych-rock
99174,singer-songwriter
43803,groove
113687,world-music
33264,emo
14138,children
43870,groove
14541,children
83668,progressive-house
111914,trip-hop
101794,sleep
79516,piano
100131,ska
21573,dancehall
70137,mandopop
46100,happy
32273,electronic
6841,black-metal
54856,idm
15301,chill
98113,show-tunes
92802,rockabilly
92569,rockabilly
79662,piano
79479,piano
52728,honky-tonk
32980,electronic
13574,chicago-house
5649,anime
5299,anime
63765,j-rock
85571,punk-rock
34627,folk
94286,sad
46280,happy
106155,swedish
33245,emo
65335,k-pop
44579,grunge
21860,dancehall
15466,chill
110336,trance
108647,tango
58328,industrial
11781,british
79979,piano
48409,hardcore
91139,rock
17613,club
52504,honky-tonk
58961,industrial
1800,afrobeat
8690,blues
10670,breakbeat
22396,death-metal
1496,afrobeat
21273,dancehall
17257,club
52026,honky-tonk
111677,trip-hop
16314,classical
32643,electronic
108104,tango
4646,ambient
9609,brazil
108898,tango
8291,blues
100517,ska
14514,children
15493,chill
105474,study
4526,ambient
49118,hardstyle
30826,edm
58138,industrial
66669,kids
90166,rock-n-roll
20662,dance
18819,comedy
97411,sertanejo
100957,ska
110708,trance
9056,brazil
61587,j-idol
26145,disney
42202,grindcore
73438,minimal-techno
63910,j-rock
68772,latino
60451,j-dance
95776,salsa
92829,rockabilly
36932,french
113682,world-music
93763,romance
54310,idm
66162,kids
67083,latin
14540,children
25603,disco
105250,study
95876,salsa
113145,world-music
111419,trip-hop
90384,rock-n-roll
85678,punk-rock
53493,house
